100.000	100.000	100.000	78.125	48.438	25.391	12.891	6.543	3.320	1.685	0.854	0.433	0.220	0.111	
100.000	100.000	100.000	96.875	77.344	53.125	32.617	18.262	9.668	4.956	2.539	1.300	0.665	0.340	
100.000	100.000	100.000	100.000	98.438	83.203	61.523	39.648	23.975	13.281	7.117	3.772	1.993	1.041	
100.000	100.000	100.000	100.000	100.000	98.438	85.547	65.430	43.457	26.050	14.807	8.118	4.370	2.321	
100.000	100.000	100.000	100.000	100.000	100.000	99.219	88.867	70.508	48.071	29.517	16.956	9.387	5.104	
100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	95.703	80.225	54.858	33.575	19.348	10.712	
100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	99.414	93.091	76.855	53.949	33.759	19.763	
100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	99.707	93.774	77.209	55.154	35.254	
100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	99.390	93.018	77.295	55.318	
100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	99.927	97.870	86.081	
100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	99.780	96.704	
100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	
