100.000	100.000	93.750	68.750	43.750	25.391	13.477	7.031	3.564	1.807	0.916	0.464	0.235	0.119	
100.000	100.000	100.000	95.312	85.156	62.891	40.820	22.949	12.305	6.348	3.247	1.636	0.821	0.412	
100.000	100.000	100.000	100.000	100.000	99.219	88.867	63.770	38.867	21.826	11.597	6.006	3.055	1.546	
100.000	100.000	100.000	100.000	100.000	100.000	99.805	96.973	80.420	56.812	35.400	20.215	10.934	5.716	
100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	99.121	93.213	75.256	51.740	31.232	17.520	
100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	99.902	97.717	86.072	64.395	41.676	
100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	98.761	90.210	70.915	
100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	99.994	99.213	92.578	
100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	99.988	99.332	
100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	
100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	
100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	
